facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,censtract,factype,capacity,geometry,uid,latitude,longitude
P.S. 154 QUEENS,75-02,162 STREET,75-02 162 STREET,FRESH MEADOWS,11366.0,Queens,4.0,4148003.0,4068340001.0,408.0,QN37,24.0,107.0,125700,ELEMENTARY SCHOOL - PUBLIC,542.0,POINT (-73.80742328400041 40.7265338628049),c260d35fbe4dc7fd10ead6f3a7e86fe9,40.7265338628049,-73.80742328400041
P.S. 155,130-02,115 AVENUE,130-02 115 AVENUE,SOUTH OZONE PARK,11420.0,Queens,4.0,4252357.0,4116730001.0,410.0,QN55,28.0,106.0,017600,ELEMENTARY SCHOOL - PUBLIC,513.0,POINT (-73.8101417110188 40.6790722235599),b2d63376127507ca0235c78e79f6d371,40.6790722235599,-73.8101417110188
P.S. 155 WILLIAM PACA,319,EAST 117 STREET,319 EAST 117 STREET,NEW YORK,10035.0,Manhattan,1.0,1052986.0,1016890005.0,111.0,MN34,8.0,25.0,018800,ELEMENTARY SCHOOL - PUBLIC,335.0,POINT (-73.9361711156714 40.7974944620667),0e5894bfc10df3bbd41c69e5cf0da830,40.7974944620667,-73.9361711156714
P.S. 156 LAURELTON,229-02,137 AVENUE,229-02 137 AVENUE,SPRINGFIELD GARDENS,11413.0,Queens,4.0,4283015.0,4131700012.0,413.0,QN66,31.0,105.0,064600,ELEMENTARY SCHOOL - PUBLIC,392.0,POINT (-73.74339320881809 40.672542006409),5c4497d6286c5b68d76ce42bf0fb702c,40.672542006409,-73.74339320881809
P.S. 156 WAVERLY,104,SUTTER AVENUE,104 SUTTER AVENUE,BROOKLYN,11212.0,Brooklyn,3.0,3081276.0,3035350016.0,316.0,BK81,41.0,73.0,090000,ELEMENTARY SCHOOL - PUBLIC,785.0,POINT (-73.9176752317032 40.6653055917976),104b6ccc936559157d7e65039a789b83,40.6653055917976,-73.9176752317032
P.S. 157 GROVE HILL,757,CAULDWELL AVENUE,757 CAULDWELL AVENUE,BRONX,10456.0,Bronx,2.0,2004464.0,2026250001.0,201.0,BX34,17.0,40.0,007500,ELEMENTARY SCHOOL - PUBLIC,764.0,POINT (-73.90935210578292 40.8192558351633),544fca0e458e6d8f77ac6b69cd70495a,40.8192558351633,-73.90935210578292
P.S. 158 BAYARD TAYLOR,1458,YORK AVENUE,1458 YORK AVENUE,NEW YORK,10075.0,Manhattan,1.0,1046411.0,1014890001.0,108.0,MN31,5.0,19.0,013200,ELEMENTARY SCHOOL - PUBLIC,715.0,POINT (-73.9509200600056 40.7702567203555),c5d2098ce41e94686c9f84671e12a44c,40.7702567203555,-73.9509200600056
P.S. 158 WARWICK,400,ASHFORD STREET,400 ASHFORD STREET,BROOKLYN,11207.0,Brooklyn,3.0,3089176.0,3040150001.0,305.0,BK82,37.0,75.0,115000,ELEMENTARY SCHOOL - PUBLIC,718.0,POINT (-73.885221789011 40.6725890211816),90712d0646c74aa1f3ac93fbf9be37bd,40.6725890211816,-73.885221789011
P.S. 159,205-01,33 AVENUE,205-01 33 AVENUE,BAYSIDE,11361.0,Queens,4.0,4134525.0,4060380013.0,411.0,QN46,19.0,111.0,109900,ELEMENTARY SCHOOL - PUBLIC,562.0,POINT (-73.78407270596209 40.7698405471233),644df3ea92bd993c1c50769ec3dc0cc7,40.7698405471233,-73.78407270596209
P.S. 159 ISAAC PITKIN,2781,PITKIN AVENUE,2781 PITKIN AVENUE,BROOKLYN,11208.0,Brooklyn,3.0,3094735.0,3042160001.0,305.0,BK82,42.0,75.0,120000,ELEMENTARY SCHOOL - PUBLIC,629.0,POINT (-73.86967493094629 40.6760235020127),e700c4799bcec354402fcaa4e1ce0aec,40.676023502012704,-73.86967493094629
P.S. 159 LUIS MUNOZ MARIN BILING,2315,WASHINGTON AVENUE,2315 WASHINGTON AVENUE,BRONX,10458.0,Bronx,2.0,2094616.0,2030380065.0,206.0,BX01,15.0,48.0,038500,ELEMENTARY SCHOOL - PUBLIC,169.0,POINT (-73.89313363448629 40.85561995689429),3ea452768b8127223163409bb80b43ab,40.855619956894294,-73.89313363448629
P.S. 160 WALT DISNEY,4140,HUTCHINSON,4140 HUTCHINSON,BRONX,10475.0,Bronx,2.0,,,210.0,BX13,12.0,11.0,030200,ELEMENTARY SCHOOL - PUBLIC,316.0,POINT (-73.824303 40.864676),ebe8e92bcaf507af9ed5873f38d476d3,40.864676,-73.824303
P.S. 160 WALTER FRANCIS BISHOP,109-59,INWOOD STREET,109-59 INWOOD STREET,JAMAICA,11435.0,Queens,4.0,4258143.0,4119420302.0,412.0,QN01,28.0,103.0,019600,ELEMENTARY SCHOOL - PUBLIC,689.0,POINT (-73.7996574431557 40.68815971746879),418a9299efb0272d9732b933a2220d22,40.68815971746879,-73.7996574431557
P.S. 160 WILLIAM T. SAMPSON,5105,FORT HAMILTON PARKWAY,5105 FORT HAMILTON PARKWAY,BROOKLYN,11219.0,Brooklyn,3.0,3138276.0,3056530021.0,312.0,BK88,44.0,66.0,022000,ELEMENTARY SCHOOL - PUBLIC,554.0,POINT (-73.99905118503321 40.6369374248419),df6d2dcc1983bbe9b460f7c16324d7b7,40.636937424841896,-73.99905118503321
P.S. 161 ARTHUR ASHE SCHOOL,101-33,124 STREET,101-33 124 STREET,SOUTH RICHMOND HILL,11419.0,Queens,4.0,4200748.0,4094910001.0,409.0,QN54,28.0,102.0,015600,ELEMENTARY SCHOOL - PUBLIC,602.0,POINT (-73.8209382348776 40.69043019514621),8a705ab4019e5ac4b6b5371d727b46d1,40.690430195146206,-73.8209382348776
P.S. 161 JUAN PONCE DE LEON SCHOOL,628,TINTON AVENUE,628 TINTON AVENUE,BRONX,10455.0,Bronx,2.0,2004773.0,2026640029.0,201.0,BX34,8.0,40.0,007900,ELEMENTARY SCHOOL - PUBLIC,671.0,POINT (-73.9051894819289 40.81468794551979),eb32ff22f0b9a50741eb7cdf2d85f9df,40.81468794551979,-73.9051894819289
P.S. 161 THE CROWN,330,CROWN STREET,330 CROWN STREET,BROOKLYN,11225.0,Brooklyn,3.0,3034181.0,3012970026.0,309.0,BK63,35.0,71.0,031900,ELEMENTARY SCHOOL - PUBLIC,383.0,POINT (-73.94922663803571 40.6658894938834),21b468fbc49c34f35255e718d8a28245,40.6658894938834,-73.94922663803571
P.S. 162 JOHN GOLDEN,201-02,53 AVENUE,201-02 53 AVENUE,OAKLAND GARDENS,11364.0,Queens,4.0,4159363.0,4074100001.0,411.0,QN46,20.0,111.0,140901,ELEMENTARY SCHOOL - PUBLIC,449.0,POINT (-73.7765004453277 40.74873229171961),87f8ee6893e4c9e7c4a2d2fab42ac5df,40.748732291719605,-73.7765004453277
P.S. 163 ALFRED E. SMITH,163,WEST 97 STREET,163 WEST 97 STREET,NEW YORK,10025.0,Manhattan,1.0,1055908.0,1018520099.0,107.0,MN12,7.0,24.0,018500,ELEMENTARY SCHOOL - PUBLIC,525.0,POINT (-73.9685370056405 40.7947033724104),9c58676effab24887bdd833f853a9ae8,40.794703372410396,-73.9685370056405
P.S. 163 ARTHUR A. SCHOMBURG,2075,WEBSTER AVENUE,2075 WEBSTER AVENUE,BRONX,10457.0,Bronx,2.0,2013297.0,2031420048.0,205.0,BX41,15.0,46.0,037900,ELEMENTARY SCHOOL - PUBLIC,296.0,POINT (-73.89883667673629 40.8517439305559),3fbc3f876c2b357121b0de6d98c99da3,40.8517439305559,-73.8988366767363
P.S. 163 FLUSHING HEIGHTS,159-01,59 AVENUE,159-01 59 AVENUE,FRESH MEADOWS,11365.0,Queens,4.0,4146042.0,4067260070.0,407.0,QN62,20.0,109.0,121500,ELEMENTARY SCHOOL - PUBLIC,602.0,POINT (-73.8087765667714 40.7409660519445),bb36b17f90eee6a164c0a043698a1569,40.7409660519445,-73.8087765667714
P.S. 164 CAESAR RODNEY,4211,14 AVENUE,4211 14 AVENUE,BROOKLYN,11219.0,Brooklyn,3.0,3135976.0,3056000001.0,312.0,BK88,44.0,66.0,023200,ELEMENTARY SCHOOL - PUBLIC,608.0,POINT (-73.9858311356178 40.6371669181723),75fc5da75cc598689cdac7e41c8eaeac,40.6371669181723,-73.9858311356178
P.S. 165 EDITH K. BERGTRAUM,70-35,150 STREET,70-35 150 STREET,FLUSHING,11367.0,Queens,4.0,4144881.0,4066970012.0,408.0,QN37,24.0,107.0,077906,ELEMENTARY SCHOOL - PUBLIC,714.0,POINT (-73.8177924148122 40.729601618446),9e919a42a33d4953fdeb4971d83f4fc8,40.729601618446004,-73.8177924148122
P.S. 165 IDA POSNER,76,LOTT AVENUE,76 LOTT AVENUE,BROOKLYN,11212.0,Brooklyn,3.0,3082726.0,3036220023.0,316.0,BK81,42.0,73.0,089600,ELEMENTARY SCHOOL - PUBLIC,667.0,POINT (-73.9109763827029 40.6571858930814),89e0ea87ea551cad7517ce73eab3b3b2,40.6571858930814,-73.9109763827029
P.S. 166 HENRY GRADSTEIN,33-09,35 AVENUE,33-09 35 AVENUE,ASTORIA,11106.0,Queens,4.0,4008220.0,4006100001.0,401.0,QN70,26.0,114.0,005700,ELEMENTARY SCHOOL - PUBLIC,1110.0,POINT (-73.92623829671 40.7576466433203),f5e2b7ad9d8a2cb30a932a3578e0de88,40.7576466433203,-73.92623829671
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,132,WEST 89 STREET,132 WEST 89 STREET,NEW YORK,10024.0,Manhattan,1.0,1032308.0,1012190047.0,107.0,MN12,6.0,24.0,017300,ELEMENTARY SCHOOL - PUBLIC,658.0,POINT (-73.97251470770991 40.7889496341546),9c5a3fd24964ca732eaa63224f4f2171,40.7889496341546,-73.9725147077099
P.S. 169 BAY TERRACE,18-25,212 STREET,18-25 212 STREET,BAYSIDE,11360.0,Queens,4.0,4131147.0,4058650050.0,407.0,QN47,19.0,109.0,099704,ELEMENTARY SCHOOL - PUBLIC,356.0,POINT (-73.778452346648 40.7826135662109),a480f7f293ea3750bb9c95b59c66231e,40.7826135662109,-73.778452346648
P.S. 169 SUNSET PARK,4305,7 AVENUE,4305 7 AVENUE,BROOKLYN,11232.0,Brooklyn,3.0,3011002.0,3007320001.0,307.0,BK34,38.0,72.0,009200,ELEMENTARY SCHOOL - PUBLIC,1061.0,POINT (-74.00192202449659 40.64579180227121),552eefe26e3421c14583b4683b74bede,40.645791802271205,-74.0019220244966
P.S. 171 PETER G. VAN ALST,14-14,29 AVENUE,14-14 29 AVENUE,ASTORIA,11102.0,Queens,4.0,4006046.0,4005370014.0,401.0,QN71,22.0,114.0,008300,ELEMENTARY SCHOOL - PUBLIC,766.0,POINT (-73.9288749384703 40.7709252113746),fddef64ac2052bf0e39988f3a543fe51,40.7709252113746,-73.9288749384703
P.S. 172 BEACON SCHOOL OF EXCELLENCE,825,4 AVENUE,825 4 AVENUE,BROOKLYN,11232.0,Brooklyn,3.0,3009847.0,3006690001.0,307.0,BK32,38.0,72.0,010100,ELEMENTARY SCHOOL - PUBLIC,373.0,POINT (-74.00031337697691 40.6577519035304),36ec6bf538c9c19dcdc0ac6f63676026,40.6577519035304,-74.0003133769769
P.S. 173,306,FORT WASHINGTON AVENUE,306 FORT WASHINGTON AVENUE,NEW YORK,10033.0,Manhattan,1.0,1063503.0,1021420154.0,112.0,MN36,10.0,33.0,026300,ELEMENTARY SCHOOL - PUBLIC,653.0,POINT (-73.9398995068307 40.8456854643995),607fa8f2e3719dc2350b676a05856324,40.8456854643995,-73.9398995068307
P.S. 173 FRESH MEADOWS,174-10,67 AVENUE,174-10 67 AVENUE,FRESH MEADOWS,11365.0,Queens,4.0,4149690.0,4069270022.0,408.0,QN38,24.0,107.0,122300,ELEMENTARY SCHOOL - PUBLIC,801.0,POINT (-73.795281397522 40.7340847605685),3fc19f6ecbd167b8801babe4560fa61a,40.7340847605685,-73.795281397522
P.S. 174 WILLIAM SIDNEY MOUNT,65-10,DIETERLE CRESCENT,65-10 DIETERLE CRESCENT,REGO PARK,11374.0,Queens,4.0,4073904.0,4031340024.0,406.0,QN18,29.0,112.0,069702,ELEMENTARY SCHOOL - PUBLIC,538.0,POINT (-73.86114892949351 40.7205771879288),3d17c0460ada069bec4ddaa177d299a6,40.7205771879288,-73.86114892949351
P.S. 175 HENRY H GARNET,175,WEST 134 STREET,175 WEST 134 STREET,NEW YORK,10030.0,Manhattan,1.0,1058248.0,1019190006.0,110.0,MN03,9.0,32.0,022800,ELEMENTARY SCHOOL - PUBLIC,427.0,POINT (-73.9426852429896 40.8144060168526),b77ebeb0cad160cb0bd09cc0beee9c13,40.8144060168526,-73.9426852429896
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,64-35,102 STREET,64-35 102 STREET,REGO PARK,11374.0,Queens,4.0,4051200.0,4021280014.0,406.0,QN17,29.0,112.0,072100,ELEMENTARY SCHOOL - PUBLIC,643.0,POINT (-73.85245149017121 40.73090284439679),0d2e937e9164a29900345de976346b90,40.730902844396795,-73.8524514901712
P.S. 176 CAMBRIA HEIGHTS,120-45,235 STREET,120-45 235 STREET,CAMBRIA HEIGHTS,11411.0,Queens,4.0,4276382.0,4128200001.0,413.0,QN33,27.0,105.0,061400,ELEMENTARY SCHOOL - PUBLIC,988.0,POINT (-73.7297311219004 40.6848814381167),de5ad519e60817f9a17e349e50a3fc77,40.684881438116705,-73.7297311219004
P.S. 176 OVINGTON,1225,69 STREET,1225 69 STREET,BROOKLYN,11219.0,Brooklyn,3.0,3143190.0,3057740001.0,310.0,BK30,43.0,68.0,019600,ELEMENTARY SCHOOL - PUBLIC,919.0,POINT (-74.0050750529538 40.6247680428557),76d935a5f9601831bffd16bf1f9b8b47,40.6247680428557,-74.0050750529538
P.S. 177 THE MARLBORO,346,AVENUE P,346 AVENUE P,BROOKLYN,11204.0,Brooklyn,3.0,3175834.0,3066310001.0,311.0,BK29,44.0,62.0,042400,ELEMENTARY SCHOOL - PUBLIC,743.0,POINT (-73.97469408483531 40.6082507091139),682d24092d3ea4725d447106bd6ac153,40.6082507091139,-73.9746940848353
P.S. 178 - DR. SELMAN WAKSMAN,850,BAYCHESTER AVENUE,850 BAYCHESTER AVENUE,BRONX,10475.0,Bronx,2.0,2116161.0,2051410150.0,210.0,BX13,12.0,45.0,046201,ELEMENTARY SCHOOL - PUBLIC,381.0,POINT (-73.83309140225259 40.875153722427),130cf7b52310214cdf70254e34092918,40.875153722427,-73.83309140225259
P.S. 179,468,EAST 140 STREET,468 EAST 140 STREET,BRONX,10454.0,Bronx,2.0,2000308.0,2022840034.0,201.0,BX39,8.0,40.0,003900,ELEMENTARY SCHOOL - PUBLIC,436.0,POINT (-73.92004918423029 40.8090192399071),e74f8836413865f5521cb6fa51e0ff50,40.8090192399071,-73.9200491842303
P.S. 179 KENSINGTON,202,AVENUE C,202 AVENUE C,BROOKLYN,11218.0,Brooklyn,3.0,3126001.0,3053710001.0,312.0,BK41,39.0,66.0,048800,ELEMENTARY SCHOOL - PUBLIC,876.0,POINT (-73.97733814949341 40.6402178089184),bdc9555608e5c1440b07a9f05410b0bf,40.6402178089184,-73.9773381494934
P.S. 181 BROOKFIELD,148-15,230 STREET,148-15 230 STREET,SPRINGFIELD GARDENS,11413.0,Queens,4.0,4291453.0,4137180001.0,413.0,QN03,31.0,105.0,069400,ELEMENTARY SCHOOL - PUBLIC,565.0,POINT (-73.75294427483641 40.6560096745899),72115e7685ed5dd1ffe4b1421bedffbb,40.656009674589896,-73.75294427483641
P.S. 182,601,STICKBALL BOULEVARD,601 STICKBALL BOULEVARD,BRONX,10473.0,Bronx,2.0,2021923.0,2035640001.0,209.0,BX09,18.0,43.0,001600,ELEMENTARY SCHOOL - PUBLIC,909.0,POINT (-73.8569008061163 40.8188515253831),9bae2082f374eeda4256c0cfba04b03b,40.8188515253831,-73.8569008061163
P.S. 182 SAMANTHA SMITH,153-27,88 AVENUE,153-27 88 AVENUE,JAMAICA,11432.0,Queens,4.0,4594831.0,4097630023.0,412.0,QN35,24.0,103.0,023600,ELEMENTARY SCHOOL - PUBLIC,540.0,POINT (-73.8032532256484 40.7069836292744),ed66fcd24741fc0202387ed07a8588a7,40.7069836292744,-73.8032532256484
P.S. 183 ROBERT L. STEVENSON,419,EAST 66 STREET,419 EAST 66 STREET,NEW YORK,10065.0,Manhattan,1.0,1045569.0,1014610007.0,108.0,MN31,5.0,19.0,011600,ELEMENTARY SCHOOL - PUBLIC,443.0,POINT (-73.95777296978341 40.76375950310071),8b106008a2d5cd424c7d538c6be6f309,40.76375950310071,-73.9577729697834
P.S. 184 FLUSHING MANOR,163-15,21 ROAD,163-15 21 ROAD,WHITESTONE,11357.0,Queens,4.0,4129072.0,4057560001.0,407.0,QN47,19.0,109.0,101700,ELEMENTARY SCHOOL - PUBLIC,369.0,POINT (-73.7997950512991 40.7783775473223),9914679a8e7c91e28f7ce901671398de,40.7783775473223,-73.7997950512991
P.S. 185 WALTER KASSENBROCK,8601,RIDGE BOULEVARD,8601 RIDGE BOULEVARD,BROOKLYN,11209.0,Brooklyn,3.0,3153416.0,3060430001.0,310.0,BK31,43.0,68.0,006000,ELEMENTARY SCHOOL - PUBLIC,504.0,POINT (-74.03347843442141 40.623639423168),27cb166b7bac58df01d3f4ce56dca9c9,40.623639423168,-74.03347843442141
P.S. 186 CASTLEWOOD,252-12,72 AVENUE,252-12 72 AVENUE,BELLEROSE,11426.0,Queens,4.0,4173640.0,4084010375.0,413.0,QN44,23.0,105.0,155102,ELEMENTARY SCHOOL - PUBLIC,276.0,POINT (-73.72156704723059 40.7496455846335),2def1201e0d10f58ba6f8f31da3f1fad,40.7496455846335,-73.7215670472306
P.S. 186 DR. IRVING A GLADSTONE,7601,19 AVENUE,7601 19 AVENUE,BROOKLYN,11214.0,Brooklyn,3.0,3160923.0,3062390001.0,311.0,BK28,47.0,62.0,027400,ELEMENTARY SCHOOL - PUBLIC,846.0,POINT (-73.9945548859302 40.6111458581948),566a89f680be3ac82152cc979258dc85,40.611145858194796,-73.9945548859302
P.S. 188 KINGSBURY,218-12,HARTLAND AVENUE,218-12 HARTLAND AVENUE,OAKLAND GARDENS,11364.0,Queens,4.0,4164350.0,4077740165.0,411.0,QN42,23.0,111.0,129104,ELEMENTARY SCHOOL - PUBLIC,446.0,POINT (-73.75363164101991 40.736127803141),f66c3b8c19dbdb3a4d63ca0fa57b77e5,40.736127803140995,-73.75363164101991
P.S. 188 MICHAEL E. BERDY,3314,NEPTUNE AVENUE,3314 NEPTUNE AVENUE,BROOKLYN,11224.0,Brooklyn,3.0,3188726.0,3070060001.0,313.0,BK21,47.0,60.0,032800,ELEMENTARY SCHOOL - PUBLIC,797.0,POINT (-74.000517125025 40.5767570171781),e4b6a5f1e6030dc19a3dbad74f5a73a3,40.5767570171781,-74.000517125025
P.S. 189,2580,AMSTERDAM AVENUE,2580 AMSTERDAM AVENUE,NEW YORK,10040.0,Manhattan,1.0,1076750.0,1021590051.0,112.0,MN35,10.0,34.0,027700,ELEMENTARY SCHOOL - PUBLIC,1170.0,POINT (-73.92786105005571 40.8528663192229),8e8101573d6419cbdf8ccaf8866fdf29,40.8528663192229,-73.92786105005571
P.S. 190 SHEFFIELD,590,SHEFFIELD AVENUE,590 SHEFFIELD AVENUE,BROOKLYN,11207.0,Brooklyn,3.0,3085491.0,3038380018.0,305.0,BK85,42.0,75.0,112800,ELEMENTARY SCHOOL - PUBLIC,850.0,POINT (-73.89477345338209 40.6623415643227),51c28ff3e9d18ba146dda4ec8c12ac27,40.6623415643227,-73.89477345338209
P.S. 191 MAYFLOWER,85-15,258 STREET,85-15 258 STREET,FLORAL PARK,11001.0,Queens,4.0,4180083.0,4088010014.0,413.0,QN44,23.0,105.0,157903,ELEMENTARY SCHOOL - PUBLIC,268.0,POINT (-73.7086366771096 40.73425548257489),87ab74aba9471d250f4e981e71ce97fa,40.734255482574895,-73.7086366771096
P.S. 191 PAUL ROBESON,1600,PARK PLACE,1600 PARK PLACE,BROOKLYN,11233.0,Brooklyn,3.0,3036635.0,3013750012.0,308.0,BK61,41.0,77.0,035900,ELEMENTARY SCHOOL - PUBLIC,302.0,POINT (-73.92421080914509 40.6718039133682),9a2b6757d3082d5c27a492aac8e77e27,40.6718039133682,-73.9242108091451
P.S. 192 JACOB H. SCHIFF,500,WEST 138 STREET,500 WEST 138 STREET,NEW YORK,10031.0,Manhattan,1.0,1084132.0,1019880166.0,109.0,MN06,7.0,30.0,022301,ELEMENTARY SCHOOL - PUBLIC,543.0,POINT (-73.953271102635 40.8209587875526),c5d4aaaee4a719c1e129c2b352597651,40.8209587875526,-73.953271102635
P.S. 193 ALFRED J. KENNEDY,152-20,11 AVENUE,152-20 11 AVENUE,WHITESTONE,11357.0,Queens,4.0,4103056.0,4045380001.0,407.0,QN49,19.0,109.0,098700,ELEMENTARY SCHOOL - PUBLIC,525.0,POINT (-73.8094430644793 40.7920866093143),d13434b2073ceb59ea8d0275f0e7bc77,40.792086609314296,-73.8094430644793
P.S. 193 GIL HODGES,2515,AVENUE L,2515 AVENUE L,BROOKLYN,11210.0,Brooklyn,3.0,3208461.0,3076250001.0,314.0,BK43,45.0,70.0,075400,ELEMENTARY SCHOOL - PUBLIC,762.0,POINT (-73.9501631196013 40.6218488908157),6fe02b4671c547a3c53514fe6e04441d,40.6218488908157,-73.9501631196013
P.S. 194 COUNTEE CULLEN,244,WEST 144 STREET,244 WEST 144 STREET,NEW YORK,10030.0,Manhattan,1.0,1060432.0,1020290011.0,110.0,MN03,9.0,32.0,023200,ELEMENTARY SCHOOL - PUBLIC,238.0,POINT (-73.9406925622289 40.8212275072548),746d6e5da157155b8dc5abf8f21b9c00,40.8212275072548,-73.9406925622289
P.S. 194 RAOUL WALLENBERG,3117,AVENUE W,3117 AVENUE W,BROOKLYN,11229.0,Brooklyn,3.0,3201629.0,3073930001.0,315.0,BK17,46.0,61.0,057000,ELEMENTARY SCHOOL - PUBLIC,504.0,POINT (-73.93429555046829 40.5973813097482),f5651ac6181daae76dbeafa571ec0df4,40.5973813097482,-73.93429555046829
P.S. 195,1250,WARD AVENUE,1250 WARD AVENUE,BRONX,10472.0,Bronx,2.0,2088553.0,2037750025.0,209.0,BX08,18.0,43.0,005400,ELEMENTARY SCHOOL - PUBLIC,547.0,POINT (-73.8773208734092 40.8303859947494),6bc642fcbe8bb62722e5f289dc64eb07,40.8303859947494,-73.8773208734092
P.S. 195 MANHATTAN BEACH,131,IRWIN STREET,131 IRWIN STREET,BROOKLYN,11235.0,Brooklyn,3.0,3246519.0,3087520035.0,315.0,BK17,48.0,61.0,062000,ELEMENTARY SCHOOL - PUBLIC,333.0,POINT (-73.94357819459009 40.5799013493395),b258d26731b3498a5558926a3130968e,40.5799013493395,-73.94357819459009
P.S. 195 WILLIAM HABERLE,253-50,149 AVENUE,253-50 149 AVENUE,ROSEDALE,11422.0,Queens,4.0,4290116.0,4136550001.0,413.0,QN05,31.0,105.0,066400,ELEMENTARY SCHOOL - PUBLIC,536.0,POINT (-73.73472852112091 40.6526284051677),e20de7555a88f9bbcddc6f35948e10e0,40.652628405167704,-73.73472852112091
P.S. 196,1250,WARD AVENUE,1250 WARD AVENUE,BRONX,10472.0,Bronx,2.0,2088553.0,2037750025.0,209.0,BX08,18.0,43.0,005400,ELEMENTARY SCHOOL - PUBLIC,572.0,POINT (-73.8773208734092 40.8303859947494),b3aac53911c118e6da02c4fbf3bfa6fc,40.8303859947494,-73.8773208734092
P.S. 196 GRAND CENTRAL PARKWAY,71-25,113 STREET,71-25 113 STREET,FOREST HILLS,11375.0,Queens,4.0,4052713.0,4022480100.0,406.0,QN17,29.0,112.0,075702,ELEMENTARY SCHOOL - PUBLIC,739.0,POINT (-73.8376448741169 40.7228641161551),141702329efca6e437fd3a16a0dbb54d,40.7228641161551,-73.8376448741169
P.S. 196 TEN EYCK,207,BUSHWICK AVENUE,207 BUSHWICK AVENUE,BROOKLYN,11206.0,Brooklyn,3.0,3071024.0,3030460001.0,301.0,BK78,34.0,90.0,048500,ELEMENTARY SCHOOL - PUBLIC,560.0,POINT (-73.93952608323229 40.7086073389527),574853ebfb3a6fcaf04f2f9536f009bd,40.7086073389527,-73.9395260832323
P.S. 197 - THE KINGS HIGHWAY ACADEMY,1599,EAST 22 STREET,1599 EAST 22 STREET,BROOKLYN,11210.0,Brooklyn,3.0,3182169.0,3067690018.0,314.0,BK43,48.0,70.0,054600,ELEMENTARY SCHOOL - PUBLIC,1096.0,POINT (-73.95158090812271 40.6125910626447),49091b586bf76dfeb0565b4915c379e3,40.612591062644704,-73.95158090812271
P.S. 197 JOHN B. RUSSWURM,2230,5 AVENUE,2230 5 AVENUE,NEW YORK,10037.0,Manhattan,1.0,1076433.0,1017330017.0,110.0,MN03,9.0,32.0,021200,ELEMENTARY SCHOOL - PUBLIC,307.0,POINT (-73.93783035210359 40.8133021994164),4c61e5ee84e42f8c7d3347a415d106a8,40.8133021994164,-73.93783035210359
P.S. 197 THE OCEAN SCHOOL,825,HICKSVILLE ROAD,825 HICKSVILLE ROAD,FAR ROCKAWAY,11691.0,Queens,4.0,4298856.0,4155970001.0,414.0,QN15,31.0,101.0,101002,ELEMENTARY SCHOOL - PUBLIC,582.0,POINT (-73.744157267788 40.5998577307999),4c78870eeeb8c6d025bf6fae0c9de283,40.5998577307999,-73.744157267788
P.S. 198 BROOKLYN,4105,FARRAGUT ROAD,4105 FARRAGUT ROAD,BROOKLYN,11210.0,Brooklyn,3.0,3113388.0,3049880066.0,317.0,BK91,45.0,67.0,083600,ELEMENTARY SCHOOL - PUBLIC,511.0,POINT (-73.93719006235959 40.6373843516326),c95878a37b01d7b591296f40cf2ec4f5,40.6373843516326,-73.93719006235959
P.S. 198 ISADOR E. IDA STRAUS,1700,3 AVENUE,1700 3 AVENUE,NEW YORK,10128.0,Manhattan,1.0,1048492.0,1015240023.0,108.0,MN40,5.0,19.0,015801,ELEMENTARY SCHOOL - PUBLIC,472.0,POINT (-73.95003054079051 40.7850121101195),918c39c342a39f1583b77baa6013d3c2,40.7850121101195,-73.95003054079051
P.S. 199 FREDERICK WACHTEL,1100,ELM AVENUE,1100 ELM AVENUE,BROOKLYN,11230.0,Brooklyn,3.0,3180761.0,3067400025.0,314.0,BK43,48.0,70.0,076800,ELEMENTARY SCHOOL - PUBLIC,567.0,POINT (-73.9632488557055 40.6163458763523),f804857860cde16d8dc5b4e68e1adba1,40.6163458763523,-73.9632488557055
P.S. 199 JESSIE ISADOR STRAUS,270,WEST 70 STREET,270 WEST 70 STREET,NEW YORK,10023.0,Manhattan,1.0,1030351.0,1011580040.0,107.0,MN14,6.0,20.0,015500,ELEMENTARY SCHOOL - PUBLIC,665.0,POINT (-73.9847347459898 40.7777636955306),d7e4b4c309fa6c448f5d658802d3683b,40.7777636955306,-73.9847347459898
P.S. 199 MAURICE A. FITZGERALD,39-20,48 AVENUE,39-20 48 AVENUE,SUNNYSIDE,11104.0,Queens,4.0,4002915.0,4002060003.0,402.0,QN31,26.0,108.0,018900,ELEMENTARY SCHOOL - PUBLIC,559.0,POINT (-73.9263106043295 40.7395422208741),3174061c6c5a744ebfb2813657acb993,40.7395422208741,-73.9263106043295
P.S. 199X - THE SHAKESPEARE SCHOOL,1449,SHAKESPEARE AVENUE,1449 SHAKESPEARE AVENUE,BRONX,10452.0,Bronx,2.0,2088263.0,2028730027.0,204.0,BX26,16.0,44.0,021302,ELEMENTARY SCHOOL - PUBLIC,821.0,POINT (-73.9206644775598 40.8432993533475),fc1df82d92c5b772220b7b5e21bfb75a,40.843299353347504,-73.9206644775598
